vehicle_id,vehicle_type,battery_capacity_kwh,vehicle_model,vehicle_age,motor_power_kw,vehicle_weight_kg,state_of_charge,battery_temperature,battery_voltage,battery_current,battery_cycles,battery_health,charging_type,charging_time,average_speed,maximum_speed,acceleration,driving_style,distance_travelled,regenerative_braking,outside_temperature,humidity,road_condition,traffic_level,terrain,wind_speed,ac_usage,passenger_load,headlight_usage,infotainment_usage,energy_consumption_kwh_per_100km,estimated_range_km
EV119070,Car,43.98,Tata Nexon EV,5.95,43.5,1344.3,49.77,29.2,307.06,109.57,1719,87.42,AC,5.05,49.43,84.8,2.83,Normal,372.12,84.29,26.57,62.9,Poor,Medium,Flat,14.45,Off,4,On,On,23.42,81.71
EV119071,Bus,183.41,Olectra C9,3.18,249.73,8966.8,45.22,30.62,677.88,223.48,1260,91.76,DC Fast,2.27,56.91,85.31,1.26,Normal,92.05,80.47,22.2,54.49,Good,Medium,Flat,12.84,Off,22,Off,On,121.91,62.43
EV119072,Bus,164.81,Tata Starbus EV,10.95,193.0,16361.8,60.46,37.52,704.28,22.01,1416,89.11,DC Fast,2.44,43.46,105.54,1.52,Normal,357.96,67.92,41.08,98.0,Excellent,High,Hilly,17.35,Off,18,Off,On,128.35,69.17
EV119073,Bus,258.26,Tata Starbus EV,6.93,189.25,13260.4,68.92,37.08,732.63,234.85,1144,87.11,Depot Fast,1.56,33.17,106.92,1.11,Normal,540.65,68.92,44.8,49.08,Good,High,Flat,17.32,High,24,Off,On,140.93,110.01
EV119074,Car,56.84,MG ZS EV,7.22,126.19,1229.0,83.19,33.78,430.77,147.18,1245,89.62,AC,6.89,30.97,106.18,2.87,Normal,252.57,58.7,21.55,64.07,Average,High,Flat,7.51,Low,3,Off,On,21.94,193.13
EV119075,Car,80.01,Tata Nexon EV,1.72,148.18,1306.8,70.45,17.44,385.62,93.56,727,96.49,AC,8.83,57.21,131.87,3.43,Normal,61.24,90.9,26.62,36.48,Good,High,Flat,4.86,Medium,4,Off,On,18.16,299.4
EV119076,Car,79.44,Tata Tiago EV,0.97,71.98,1989.5,73.09,31.99,384.31,66.87,607,98.73,DC Fast,0.93,72.86,138.74,1.98,Aggressive,111.22,76.64,36.03,62.58,Average,Medium,Mixed,5.89,High,3,On,On,28.53,200.91
EV119077,Scooty,3.12,Hero Vida V1,6.31,5.51,155.5,49.03,24.71,59.2,30.82,1431,87.7,AC,0.4,51.03,87.69,2.25,Normal,99.41,33.94,30.19,52.66,Good,Medium,Flat,0.0,High,1,Off,On,8.0,16.79
EV119078,Car,51.21,Mahindra XUV400,5.93,73.27,1413.2,32.27,32.11,402.16,125.04,1740,86.57,DC Fast,0.65,57.42,84.49,2.85,Normal,286.27,63.22,32.34,25.52,Average,High,Flat,6.09,Off,2,On,Off,22.43,63.79
EV119079,Car,75.97,MG ZS EV,9.82,139.91,1433.4,44.14,41.02,316.96,66.53,1767,79.62,DC Fast,0.83,55.77,122.4,2.63,Aggressive,225.7,82.21,30.11,58.48,Average,Medium,Mixed,9.67,Off,3,On,On,26.14,102.13
EV119080,Car,64.88,MG ZS EV,10.33,136.41,1753.8,14.41,19.09,329.39,41.45,1919,82.96,AC,8.57,39.69,99.98,3.01,Normal,130.04,87.14,21.73,49.62,Excellent,Low,Flat,12.19,Medium,1,Off,On,18.38,42.2
EV119081,Car,74.7,Mahindra XUV400,10.46,101.96,1283.0,16.47,50.71,308.82,87.92,1548,84.8,DC Fast,1.03,36.76,62.23,0.94,Aggressive,18.72,64.37,35.64,71.03,Average,Low,Hilly,9.1,Medium,2,Off,On,29.69,35.14
EV119082,Scooty,6.32,Hero Vida V1,4.58,10.18,120.2,82.67,30.14,63.33,19.47,557,91.16,AC,0.78,46.85,109.68,3.48,Eco,51.38,34.83,33.43,65.25,Good,Low,Hilly,9.06,High,1,On,On,8.0,59.5
EV119083,Car,57.69,BYD Atto 3,2.24,111.42,1799.5,37.57,14.65,404.31,99.39,268,96.89,DC Fast,0.69,53.13,95.24,2.45,Aggressive,52.03,79.04,30.13,70.88,Good,Medium,Flat,12.29,High,3,On,On,25.12,83.59
EV119084,Scooty,4.99,Ather 450X,6.47,9.99,111.0,53.35,32.95,62.62,68.53,876,89.8,AC,0.62,36.19,71.45,0.94,Normal,156.43,43.84,23.5,68.28,Excellent,Medium,Flat,14.79,Medium,1,Off,On,6.79,35.24
EV119085,Car,75.67,BYD Atto 3,4.16,152.45,1100.2,85.58,27.58,359.19,84.16,294,93.83,DC Fast,1.13,32.42,97.24,1.67,Eco,110.93,55.15,36.86,24.83,Average,Medium,Mixed,0.0,Off,5,Off,On,21.03,288.89
EV119086,Car,36.16,Mahindra XUV400,10.95,96.0,1125.7,19.08,20.49,323.54,40.74,1611,82.7,AC,4.16,40.93,96.18,3.7,Eco,207.41,34.75,17.87,56.54,Good,Medium,Flat,6.71,Medium,3,On,On,18.96,30.09
EV119087,Car,73.17,BYD Atto 3,2.42,55.87,1115.7,84.56,19.31,341.56,22.68,936,94.4,DC Fast,0.87,36.58,90.8,2.78,Aggressive,134.86,73.07,21.88,58.03,Good,High,Hilly,12.68,Medium,5,On,On,31.39,186.06
EV119088,Car,71.62,Mahindra XUV400,4.36,55.14,1862.2,31.77,37.81,359.3,86.79,580,93.92,DC Fast,1.04,30.67,101.59,1.92,Normal,202.9,75.41,14.1,98.0,Average,Medium,Hilly,15.16,Medium,5,Off,On,30.38,70.35
EV119089,Car,57.63,Hyundai Ioniq 5,2.53,109.72,1269.7,33.33,34.7,422.43,71.67,683,94.78,DC Fast,0.84,60.18,86.34,2.29,Normal,321.2,25.14,18.39,76.68,Good,Low,Mixed,20.5,Off,5,Off,Off,24.4,74.61
EV119090,Scooty,5.35,Bajaj Chetak,3.87,6.32,105.8,20.94,27.38,61.39,55.79,924,91.81,Fast Charging,0.82,46.38,118.55,1.01,Normal,26.09,38.66,16.98,58.89,Poor,Medium,Flat,3.99,Medium,1,Off,Off,8.0,12.87
EV119091,Car,39.66,MG ZS EV,10.12,144.27,1234.8,24.9,14.32,404.45,30.31,1839,84.07,AC,4.62,52.5,130.13,1.35,Aggressive,223.92,50.48,24.25,60.9,Average,Medium,Flat,11.72,Medium,3,On,On,24.49,33.9
EV119092,Car,41.56,MG ZS EV,8.43,86.47,1263.2,91.93,34.98,284.8,57.43,1959,85.86,AC,3.95,51.65,108.01,1.82,Aggressive,55.96,42.75,33.59,65.69,Poor,Medium,Mixed,8.86,Off,3,Off,On,31.47,104.24
EV119093,Scooty,4.3,Ather 450X,6.05,6.77,140.9,67.58,17.97,61.38,28.74,895,89.59,Fast Charging,0.8,16.98,69.18,0.4,Eco,137.88,72.91,32.46,69.77,Excellent,Medium,Mixed,11.53,Off,1,On,On,6.47,40.28
EV119094,Car,76.9,Hyundai Ioniq 5,4.83,42.98,1295.0,30.97,31.84,383.19,91.87,790,91.35,DC Fast,0.98,36.74,64.42,0.57,Normal,239.06,63.92,26.1,57.69,Average,Medium,Flat,9.88,Low,4,Off,On,20.85,104.35
EV119095,Car,36.2,Mahindra XUV400,3.88,63.81,1096.6,94.64,25.6,321.76,29.12,1238,93.77,AC,3.76,29.22,64.11,2.13,Normal,51.03,74.75,14.82,62.38,Good,Medium,Flat,12.37,Off,4,On,On,20.58,156.13
EV119096,Car,41.12,Hyundai Ioniq 5,9.43,42.22,1519.5,72.64,33.04,277.69,77.23,1980,80.58,AC,4.14,55.8,112.94,3.97,Eco,49.94,53.23,18.52,36.43,Average,Very High,Mixed,12.93,Off,1,On,Off,27.18,88.55
EV119097,Car,33.14,Tata Nexon EV,9.87,103.91,2225.9,55.58,22.14,327.86,71.92,1918,80.23,DC Fast,0.43,42.0,118.45,2.68,Aggressive,122.49,53.46,25.52,43.99,Average,Low,Flat,2.83,Low,1,On,On,23.59,62.64
EV119098,Car,58.56,BYD Atto 3,9.62,94.38,1568.5,88.66,31.3,326.19,101.64,1220,89.53,DC Fast,0.74,50.08,100.61,3.8,Eco,343.25,65.23,41.11,67.55,Average,High,Mixed,17.33,High,1,Off,Off,26.17,177.59
EV119099,Car,75.16,Mahindra XUV400,1.03,71.56,1489.4,57.65,17.13,267.98,85.56,747,98.67,AC,7.14,59.79,86.63,3.19,Eco,79.95,73.8,16.09,57.83,Average,Medium,Hilly,22.75,Medium,1,On,On,25.27,169.16
EV119100,Car,74.35,MG ZS EV,2.1,77.42,1883.6,38.18,19.4,297.96,124.37,1396,90.53,AC,8.25,13.28,67.62,1.36,Normal,146.38,57.4,31.51,52.79,Good,High,Hilly,10.69,Medium,2,Off,Off,28.24,91.01
EV119101,Car,79.8,Mahindra XUV400,5.5,73.56,1393.7,89.88,31.54,333.65,107.27,872,89.82,DC Fast,1.17,62.98,120.14,3.34,Normal,245.76,79.51,27.52,52.38,Good,Low,Mixed,0.48,Low,5,On,Off,20.64,312.16
EV119102,Scooty,7.71,TVS iQube,3.58,9.39,114.4,65.14,13.68,61.07,35.26,1131,92.69,AC,0.95,35.86,67.06,3.6,Aggressive,92.03,57.43,16.81,75.99,Good,Medium,Mixed,10.7,Medium,1,Off,Off,8.0,58.21
EV119103,Scooty,8.31,TVS iQube,1.42,5.44,100.2,80.17,35.07,74.65,26.57,397,96.76,AC,0.89,29.31,72.02,1.37,Normal,100.62,31.27,26.98,29.68,Good,Medium,Mixed,14.83,Low,1,On,On,8.0,80.56
EV119104,Car,80.83,Hyundai Ioniq 5,1.26,49.2,1717.2,53.97,19.47,356.99,104.02,636,93.46,AC,9.4,41.34,66.38,1.9,Normal,107.6,66.35,40.34,62.76,Average,High,Mixed,11.21,Medium,4,Off,On,28.21,144.5
EV119105,Car,71.1,Hyundai Ioniq 5,3.52,168.61,2097.0,14.16,27.05,389.96,42.02,1133,91.8,DC Fast,1.11,76.73,110.94,1.68,Normal,16.43,54.48,19.11,54.15,Good,Low,Flat,21.63,Off,2,Off,On,19.85,46.57
EV119106,Scooty,6.03,Ather 450X,3.63,10.8,115.8,41.9,28.81,55.81,66.48,490,92.63,Fast Charging,0.99,35.36,84.79,1.67,Normal,50.82,69.93,29.25,55.9,Good,Medium,Flat,12.15,Low,1,On,On,6.87,34.05
EV119107,Car,79.89,Tata Tiago EV,7.64,156.83,1914.6,61.77,35.62,471.3,77.89,1464,90.55,AC,8.37,46.81,72.37,2.33,Aggressive,115.8,86.69,28.76,98.0,Good,Medium,Flat,1.73,Medium,3,Off,Off,22.87,195.4
EV119108,Scooty,6.13,TVS iQube,5.05,7.17,115.2,77.65,26.51,50.43,42.54,731,94.31,Fast Charging,0.92,41.11,99.01,2.21,Eco,112.04,40.53,28.21,67.71,Good,Medium,Flat,7.32,Medium,1,Off,On,6.31,71.11
EV119109,Car,81.93,Tata Nexon EV,7.45,166.37,1699.7,78.05,42.44,350.06,81.59,937,88.47,DC Fast,1.04,48.43,116.27,2.24,Eco,298.17,69.68,32.48,55.72,Good,Medium,Hilly,5.78,Off,5,Off,On,25.5,221.87
EV119110,Car,78.64,Tata Nexon EV,11.98,66.81,2195.9,48.42,28.25,360.54,84.97,1832,81.43,AC,10.64,40.23,90.0,2.99,Normal,108.28,84.11,42.39,81.99,Good,High,Flat,15.92,Medium,5,Off,On,25.69,120.71
EV119111,Car,57.58,Mahindra XUV400,9.23,87.52,2230.1,25.25,19.47,399.7,37.23,1813,87.68,DC Fast,0.73,49.52,119.87,2.08,Eco,164.02,86.94,29.91,60.38,Good,Low,Flat,7.17,Off,5,Off,On,17.75,71.79
EV119112,Scooty,5.51,TVS iQube,6.34,10.0,133.1,71.89,24.89,55.07,50.77,1260,92.76,AC,0.51,29.94,63.79,1.73,Aggressive,96.17,61.21,13.71,60.87,Good,Medium,Flat,2.64,Off,1,Off,On,8.0,45.92
EV119113,Car,42.44,Tata Tiago EV,10.23,48.52,1270.9,64.85,25.88,381.89,46.22,1768,79.78,AC,4.63,56.04,101.94,2.17,Eco,146.06,80.15,25.84,81.22,Good,Low,Flat,9.76,Low,4,Off,On,18.86,116.46
EV119114,Car,36.24,Tata Tiago EV,5.26,57.88,1552.5,16.1,26.87,386.03,45.08,1181,90.85,DC Fast,0.41,48.79,99.08,3.68,Normal,211.37,70.87,45.8,44.47,Good,Very High,Flat,12.97,Off,4,Off,On,24.02,22.06
EV119115,Car,77.99,BYD Atto 3,4.67,125.59,1188.2,98.74,24.94,389.71,107.02,1098,88.48,DC Fast,1.17,32.63,84.59,2.09,Normal,120.03,85.93,31.75,62.12,Average,Medium,Flat,20.42,High,1,Off,Off,23.39,291.27
EV119116,Scooty,5.86,Bajaj Chetak,7.97,5.08,115.6,43.95,18.71,61.25,31.94,1851,81.05,AC,0.64,33.58,102.52,1.45,Eco,167.48,59.46,29.64,65.28,Excellent,High,Mixed,14.48,Off,1,Off,On,8.0,26.11
EV119117,Car,52.96,Hyundai Ioniq 5,6.41,65.19,1353.9,85.55,41.29,305.54,54.94,1160,90.0,AC,6.87,66.31,105.32,1.82,Aggressive,44.46,83.23,23.6,60.47,Poor,Low,Flat,3.4,Off,2,On,On,25.02,162.98
EV119118,Scooty,4.0,Bajaj Chetak,7.65,9.86,112.4,80.96,29.46,52.88,31.68,1232,86.5,AC,0.4,44.08,121.3,2.2,Normal,152.07,50.26,25.74,62.22,Average,Medium,Flat,10.17,Low,1,On,On,8.0,35.0
EV119119,Car,77.49,Mahindra XUV400,11.65,93.23,1301.3,41.19,31.61,334.06,70.38,1468,76.93,AC,10.47,47.58,75.75,3.08,Aggressive,564.05,52.86,24.48,61.03,Good,Very High,Flat,8.24,Off,3,Off,On,26.78,91.71
EV119120,Car,44.04,Tata Nexon EV,0.41,44.48,2175.2,80.97,49.99,317.9,52.42,1012,95.2,AC,5.96,53.5,81.91,2.55,Eco,165.05,58.93,24.34,70.99,Good,Low,Hilly,15.0,High,3,Off,On,26.64,127.42
EV119121,Car,74.46,Tata Tiago EV,2.09,163.22,1524.9,95.86,19.46,401.72,40.49,811,96.2,AC,7.41,68.77,124.39,2.3,Eco,114.37,58.63,28.34,50.89,Average,Low,Flat,11.86,Off,5,Off,On,18.54,370.3
EV119122,Bus,183.67,JBM ECOLIFE,3.92,307.62,11552.3,31.94,34.54,584.17,341.24,861,90.72,Depot Fast,0.94,23.19,97.78,1.15,Normal,475.14,65.18,23.63,60.07,Poor,High,Flat,13.28,Low,39,Off,On,129.39,41.14
EV119123,Car,38.22,Mahindra XUV400,7.81,130.85,1334.0,44.43,29.85,357.73,107.77,1400,83.5,AC,5.08,66.7,111.88,1.85,Normal,213.56,83.9,15.56,47.33,Poor,High,Flat,0.0,High,1,On,Off,25.5,55.6
EV119124,Car,51.34,MG ZS EV,0.95,107.89,1777.8,74.53,27.95,346.18,87.87,932,95.37,DC Fast,0.78,58.88,125.79,1.2,Eco,137.29,64.43,32.67,72.74,Average,High,Hilly,5.92,Off,4,On,On,26.61,137.14
EV119125,Scooty,5.32,TVS iQube,1.7,7.61,102.3,47.08,27.59,63.14,28.3,1214,94.44,Fast Charging,0.85,25.73,93.15,2.31,Eco,138.26,76.16,38.0,72.81,Average,Low,Flat,18.66,High,1,Off,Off,7.21,32.81
EV119126,Car,70.95,Tata Tiago EV,9.43,113.21,1670.6,28.84,17.33,371.15,102.52,1458,86.84,DC Fast,0.82,47.18,106.02,2.51,Normal,204.14,55.32,25.09,33.34,Poor,High,Flat,8.25,High,4,Off,On,28.78,61.75
EV119127,Car,73.2,Mahindra XUV400,2.28,146.37,2251.0,89.17,28.27,368.65,75.33,829,93.35,AC,9.53,44.8,117.95,1.24,Eco,328.23,100.0,32.95,85.1,Good,High,Flat,0.32,Low,5,Off,On,18.83,323.61
EV119128,Car,26.36,Mahindra XUV400,4.74,105.92,2159.2,57.59,20.57,314.48,100.72,721,91.76,AC,3.19,58.61,137.84,2.2,Aggressive,58.62,68.18,24.16,26.32,Average,High,Flat,14.12,Low,1,On,On,27.48,50.7
EV119129,Scooty,5.51,Hero Vida V1,7.24,4.23,101.4,93.56,27.01,58.43,7.07,1092,87.7,Fast Charging,0.9,42.21,120.01,1.77,Aggressive,15.55,48.15,17.73,34.33,Good,Medium,Flat,11.26,Low,1,Off,On,8.0,56.48
EV119130,Car,28.19,Mahindra XUV400,2.22,156.91,1178.2,22.81,32.34,376.3,31.3,782,95.2,AC,2.76,39.75,89.3,2.32,Normal,280.37,94.75,19.93,58.48,Poor,Medium,Hilly,6.27,Off,1,On,On,25.15,24.35
EV119131,Scooty,8.35,Bajaj Chetak,3.08,3.69,92.3,38.09,22.45,61.99,19.88,1207,94.96,Fast Charging,1.14,54.45,109.73,2.22,Eco,89.29,44.9,32.51,74.01,Excellent,Medium,Flat,0.24,High,1,Off,On,6.27,48.22
EV119132,Scooty,5.78,Ather 450X,2.75,7.24,159.8,98.39,34.82,55.08,49.86,997,94.12,AC,0.67,28.5,94.71,2.55,Aggressive,44.3,46.31,18.19,69.8,Good,Very High,Mixed,21.39,Off,1,On,On,8.0,66.87
EV119133,Car,59.87,MG ZS EV,10.74,158.0,1426.4,11.18,27.03,418.61,110.32,1642,86.63,AC,7.07,44.3,86.27,2.72,Normal,70.65,74.78,29.14,49.48,Good,Medium,Flat,8.6,Off,5,Off,Off,18.23,31.82
EV119134,Car,68.44,Tata Nexon EV,0.32,137.53,1938.7,63.29,33.64,390.57,97.69,293,96.18,AC,7.86,33.44,105.25,2.31,Normal,109.64,44.38,22.92,86.45,Average,Medium,Flat,1.0,Medium,2,Off,On,23.87,174.5
EV119135,Scooty,2.84,Bajaj Chetak,6.14,4.74,151.6,50.08,15.27,63.28,28.55,571,91.85,AC,0.31,37.43,104.39,0.81,Aggressive,137.84,41.18,22.75,86.12,Average,High,Flat,8.07,Off,1,On,On,8.0,16.34
EV119136,Bus,328.07,Olectra C9,6.78,346.69,15968.6,21.52,25.94,611.85,190.37,1459,83.58,DC Fast,4.85,54.05,87.21,0.97,Normal,216.69,85.4,34.75,66.49,Average,Medium,Flat,15.57,Low,34,Off,On,129.84,45.45
EV119137,Scooty,3.02,Hero Vida V1,4.09,10.73,130.9,33.83,32.85,58.38,44.51,1232,92.78,Fast Charging,0.52,44.56,115.58,2.35,Aggressive,91.27,59.86,38.37,49.4,Good,Medium,Hilly,12.86,Off,1,Off,On,8.0,11.85
EV119138,Car,52.26,Mahindra XUV400,3.25,131.51,1050.7,89.11,21.79,344.7,5.0,842,91.26,DC Fast,0.65,46.84,122.8,2.17,Normal,189.88,62.64,29.01,62.79,Average,Medium,Flat,8.31,High,4,On,On,21.0,202.36
EV119139,Scooty,3.17,TVS iQube,7.18,3.88,91.9,53.61,28.45,55.58,19.38,1112,89.85,AC,0.33,33.01,90.77,2.16,Normal,56.55,36.28,22.81,73.04,Poor,Medium,Flat,13.67,Medium,1,On,Off,8.0,19.06
EV119140,Scooty,7.0,Ather 450X,1.54,8.92,146.3,13.99,33.95,59.24,35.82,905,95.39,AC,0.66,41.73,82.17,2.5,Normal,147.12,80.35,37.0,88.56,Poor,Medium,Flat,9.6,Low,1,Off,On,8.0,11.68
EV119141,Bus,288.38,Tata Starbus EV,8.41,150.19,13176.6,13.03,27.51,643.31,307.04,1080,86.65,DC Fast,4.04,39.81,65.54,1.6,Eco,18.39,86.88,17.83,87.47,Good,Low,Hilly,7.3,High,19,On,On,139.61,23.33
EV119142,Car,57.39,Tata Nexon EV,5.36,95.78,2077.1,44.61,23.66,362.05,123.4,536,91.56,DC Fast,0.66,53.55,103.19,1.73,Eco,92.3,75.68,48.0,90.92,Excellent,Medium,Mixed,9.08,Medium,2,Off,Off,23.13,101.35
EV119143,Scooty,3.0,Bajaj Chetak,6.08,6.35,148.7,40.51,28.72,69.27,40.09,859,93.03,AC,0.4,43.62,104.38,1.59,Normal,63.63,31.56,26.04,52.9,Good,Medium,Flat,9.92,Low,1,Off,On,7.53,14.99
EV119144,Scooty,4.06,TVS iQube,4.07,6.27,133.5,24.92,38.67,56.21,45.24,745,93.37,Fast Charging,0.6,56.92,116.45,1.23,Normal,174.85,66.15,24.63,66.6,Average,Medium,Mixed,5.04,Off,1,On,On,8.0,11.8
EV119145,Bus,279.51,Olectra C9,9.33,332.18,10361.0,98.93,27.64,586.22,32.07,1702,89.36,AC,12.0,36.15,63.24,1.5,Normal,119.48,81.56,32.68,92.12,Average,High,Hilly,0.35,Low,24,Off,On,125.13,197.46
EV119146,Scooty,6.74,Bajaj Chetak,3.45,7.73,112.0,99.53,21.89,70.29,72.38,1132,93.99,Fast Charging,0.91,42.67,95.27,1.2,Eco,69.0,49.22,35.52,78.87,Good,Medium,Hilly,4.66,Low,1,On,On,8.0,78.84
EV119147,Bus,247.17,JBM ECOLIFE,1.83,296.4,13203.1,64.85,38.73,735.42,319.53,1404,91.76,AC,12.0,26.83,84.68,0.66,Normal,476.97,40.03,38.59,47.1,Good,Medium,Flat,11.7,Low,31,Off,Off,126.52,116.26
EV119148,Car,76.33,Hyundai Ioniq 5,10.89,149.38,1509.6,12.83,33.83,289.55,12.17,1562,83.37,DC Fast,0.97,54.24,81.25,2.18,Normal,92.22,50.15,34.02,54.56,Average,High,Flat,3.57,Off,2,Off,On,22.1,36.95
EV119149,Car,66.9,MG ZS EV,5.99,114.67,2261.5,53.0,35.35,359.93,37.02,780,90.72,AC,6.44,36.57,89.97,3.37,Normal,176.4,82.47,14.09,47.47,Good,High,Flat,4.49,Off,5,Off,On,24.58,130.88
EV119150,Car,57.76,Mahindra XUV400,1.19,82.04,2074.0,58.22,30.44,385.92,137.05,1101,93.84,DC Fast,0.68,38.61,100.15,2.92,Normal,171.45,62.17,26.63,63.11,Average,Medium,Mixed,7.36,Medium,1,Off,On,27.41,115.11
EV119151,Scooty,5.03,Bajaj Chetak,4.4,6.3,125.2,67.92,32.64,76.59,12.4,869,91.34,AC,0.56,44.39,106.89,1.63,Aggressive,29.6,56.94,25.43,98.0,Excellent,High,Flat,1.95,Off,1,On,On,8.0,38.98
EV119152,Car,54.82,Tata Tiago EV,10.15,151.94,1531.8,78.12,34.09,333.69,67.49,1593,78.83,AC,6.76,27.91,73.36,1.47,Aggressive,380.54,70.73,29.58,59.52,Average,High,Hilly,9.77,Medium,2,On,On,34.58,97.62
EV119153,Scooty,7.1,Ather 450X,5.54,4.63,156.5,96.33,37.35,57.04,30.97,1024,88.93,Fast Charging,1.26,47.63,125.0,1.42,Normal,197.58,66.63,14.81,71.89,Average,Medium,Flat,11.09,Off,1,Off,On,8.0,76.01
EV119154,Bus,252.11,JBM ECOLIFE,4.41,296.01,8382.6,35.03,34.92,600.42,201.62,1842,91.43,Depot Fast,1.3,14.26,91.11,1.35,Normal,258.79,93.22,19.78,87.02,Average,Medium,Flat,13.79,Low,38,On,On,120.39,67.06
EV119155,Bus,215.83,Olectra C9,10.96,311.08,16472.8,22.53,24.26,678.94,277.18,1864,79.88,AC,12.0,55.5,93.87,1.67,Eco,434.54,83.54,27.05,57.96,Average,Medium,Flat,11.01,Medium,33,On,On,141.42,27.47
EV119156,Scooty,3.77,Hero Vida V1,1.02,4.08,131.1,97.72,30.7,55.26,17.96,811,96.06,Fast Charging,0.7,41.79,69.45,2.1,Eco,46.74,84.17,27.03,73.26,Excellent,Medium,Flat,9.92,Off,1,Off,On,3.97,89.26
EV119157,Scooty,3.25,Hero Vida V1,4.32,10.26,153.0,63.59,40.98,67.51,17.91,1252,92.26,AC,0.43,13.38,76.91,1.98,Normal,155.57,59.91,18.91,59.88,Good,Low,Flat,9.87,Low,1,Off,On,4.96,38.41
EV119158,Car,46.7,Tata Tiago EV,3.77,128.73,1820.7,96.76,29.99,365.69,59.16,554,96.72,AC,4.92,54.6,130.93,1.47,Eco,189.99,80.21,22.97,74.18,Average,High,Hilly,19.25,Off,4,On,On,26.03,167.88
EV119159,Car,77.46,BYD Atto 3,1.72,45.32,2232.2,72.98,22.12,365.8,67.44,697,96.56,AC,7.22,41.93,111.23,2.46,Normal,78.99,61.08,16.63,83.78,Excellent,Medium,Flat,11.77,Low,5,On,On,22.91,238.26
EV119160,Car,51.88,Tata Tiago EV,1.76,73.64,1577.9,88.27,27.96,329.75,89.25,783,96.45,AC,5.94,69.78,135.45,2.14,Normal,148.65,76.8,32.43,39.42,Average,Medium,Flat,13.48,Off,5,Off,Off,20.74,212.99
EV119161,Scooty,4.35,TVS iQube,2.91,4.3,125.3,27.76,10.93,72.37,35.52,1071,94.42,Fast Charging,0.78,40.34,118.15,1.96,Eco,42.87,53.1,32.15,91.31,Average,High,Flat,11.43,Off,1,On,On,8.0,14.26
EV119162,Car,58.81,MG ZS EV,11.87,168.72,1779.1,12.05,36.8,371.49,77.15,1543,86.14,AC,6.18,64.17,97.98,1.62,Eco,438.56,61.94,29.43,51.03,Excellent,Very High,Hilly,14.33,High,2,Off,On,31.91,19.14
EV119163,Car,61.16,Tata Nexon EV,7.39,156.33,1292.8,39.24,33.96,284.64,137.44,1156,86.97,DC Fast,0.93,38.4,98.96,2.92,Aggressive,47.06,73.06,26.43,75.5,Average,Medium,Flat,7.2,Low,5,Off,Off,24.94,83.68
EV119164,Scooty,6.81,Ola S1 Pro,6.11,8.41,153.2,33.21,31.83,51.51,33.48,1455,89.63,AC,0.67,54.4,86.81,1.1,Normal,65.51,63.59,37.77,59.64,Excellent,Medium,Flat,4.19,Medium,1,Off,On,7.59,26.71
EV119165,Car,45.34,BYD Atto 3,9.99,112.85,2024.4,35.77,39.95,358.2,52.85,1786,80.7,DC Fast,0.69,30.86,91.52,2.46,Normal,111.29,58.54,29.45,59.08,Good,Medium,Mixed,8.4,High,5,On,On,26.39,49.59
EV119166,Scooty,2.6,Ather 450X,6.03,9.83,100.0,66.75,22.58,52.1,23.16,1148,91.26,AC,0.26,38.91,69.52,1.89,Aggressive,64.82,72.33,20.86,49.97,Average,Very High,Flat,20.02,Medium,1,On,On,8.0,19.76
EV119167,Car,28.18,Mahindra XUV400,6.89,94.58,1565.6,8.51,30.54,354.66,61.39,1263,86.54,AC,3.66,32.51,67.65,2.76,Normal,189.21,73.98,33.86,70.78,Excellent,Medium,Flat,12.55,Off,5,On,On,17.87,11.61
EV119168,Scooty,7.07,TVS iQube,3.29,5.6,137.7,64.41,19.04,66.42,34.81,880,95.53,AC,0.95,45.54,118.71,1.89,Eco,122.41,60.13,24.01,66.45,Average,Medium,Flat,2.86,Medium,1,Off,On,7.01,62.05
EV119169,Car,40.4,MG ZS EV,5.54,77.29,1834.7,69.73,26.55,355.77,65.2,792,89.07,AC,4.75,15.77,65.47,1.82,Eco,113.43,65.96,26.27,27.98,Good,High,Flat,12.25,Low,2,Off,On,22.88,109.69
EV119170,Scooty,4.67,Hero Vida V1,2.99,7.29,101.6,83.54,36.94,51.71,63.69,1134,94.75,Fast Charging,0.65,35.24,112.51,3.46,Normal,34.14,62.88,30.05,28.96,Average,High,Flat,9.79,Low,1,On,On,8.0,46.24
EV119171,Scooty,4.53,Ola S1 Pro,2.22,5.31,111.2,63.75,16.07,57.58,58.82,881,95.56,AC,0.47,38.51,95.07,1.7,Normal,37.71,48.92,31.59,57.28,Good,Very High,Flat,11.42,Medium,1,Off,Off,8.0,34.48
EV119172,Car,33.48,Mahindra XUV400,0.38,75.86,1321.1,43.14,9.93,343.85,69.44,385,100.0,AC,4.19,43.47,104.38,2.41,Normal,41.5,48.41,23.63,44.95,Excellent,High,Flat,8.84,Off,3,Off,On,19.08,75.71
EV119173,Car,51.5,Hyundai Ioniq 5,11.62,59.93,1200.7,99.86,17.02,341.43,61.5,1254,80.01,DC Fast,0.71,47.33,90.58,3.29,Normal,226.64,51.63,39.69,86.24,Poor,Very High,Flat,5.43,Low,2,Off,On,28.47,144.52
